Date,Site,Pop,Tray,Sample,Area,Length.mm
8/16/2013,Manchester,4N,13-16,10,30,12.35675676
8/16/2013,Manchester,4N,13-16,11,40,16.47567568
8/16/2013,Manchester,4N,13-16,12,31,12.76864865
8/16/2013,Manchester,4N,13-16,13,32,13.18054054
8/16/2013,Manchester,4N,13-16,14,32,13.18054054
8/16/2013,Manchester,4N,13-16,15,35,14.41621622
8/16/2013,Manchester,4N,13-16,16,33,13.59243243
8/16/2013,Manchester,4N,13-16,17,21,8.64972973
8/16/2013,Manchester,4N,13-16,18,19,7.825945946
8/16/2013,Manchester,4N,13-16,19,24,9.885405406
8/16/2013,Manchester,4N,13-16,20,20,8.237837838
8/16/2013,Manchester,4N,13-16,21,38,15.65189189
8/16/2013,Manchester,4N,13-16,22,26,10.70918919
8/16/2013,Manchester,4N,13-16,23,26,10.70918919
8/16/2013,Manchester,4N,13-16,24,39,16.06378378
8/16/2013,Manchester,4N,1-4,1,45,18.12367865
8/16/2013,Manchester,4N,1-4,2,58,23.35940804
8/16/2013,Manchester,4N,1-4,3,43,17.31818182
8/16/2013,Manchester,4N,1-4,4,47,18.92917548
8/16/2013,Manchester,4N,1-4,5,27,10.87420719
8/16/2013,Manchester,4N,1-4,6,30,12.08245243
8/16/2013,Manchester,4N,1-4,7,29,11.67970402
8/16/2013,Manchester,4N,1-4,8,31,12.48520085
8/16/2013,Manchester,4N,1-4,9,29,11.67970402
8/16/2013,Manchester,4N,1-4,10,22,8.860465117
8/16/2013,Manchester,4N,1-4,11,32,12.88794926
8/16/2013,Manchester,4N,1-4,12,35,14.0961945
8/16/2013,Manchester,4N,1-4,13,46,18.52642706
8/16/2013,Manchester,4N,1-4,14,51,20.54016913
8/16/2013,Manchester,4N,1-4,15,37,14.90169133
8/16/2013,Manchester,4N,1-4,16,39,15.70718816
8/16/2013,Manchester,4N,1-4,17,43,17.31818182
8/16/2013,Manchester,4N,1-4,18,23,9.263213531
8/16/2013,Manchester,4N,1-4,19,43,17.31818182
8/16/2013,Manchester,4N,1-4,20,29,11.67970402
8/16/2013,Manchester,4N,1-4,21,50,20.13742072
8/16/2013,Manchester,4N,1-4,22,44,17.72093023
8/16/2013,Manchester,4N,1-4,23,22,8.860465117
8/16/2013,Manchester,4N,1-4,24,39,15.70718816
8/16/2013,Manchester,4H,5-8,1,28,12.04743083
8/16/2013,Manchester,4H,5-8,2,31,13.33822699
8/16/2013,Manchester,4H,5-8,3,21,9.035573123
8/16/2013,Manchester,4H,5-8,4,29,12.47769622
8/16/2013,Manchester,4H,5-8,5,19,8.175042349
8/16/2013,Manchester,4H,5-8,6,25,10.75663467
8/16/2013,Manchester,4H,5-8,7,19,8.175042349
8/16/2013,Manchester,4H,5-8,8,25,10.75663467
8/16/2013,Manchester,4H,5-8,9,28,12.04743083
8/16/2013,Manchester,4H,5-8,10,36,15.48955392
8/16/2013,Manchester,4H,5-8,11,16,6.884246189
8/16/2013,Manchester,4H,5-8,12,44,18.93167702
8/16/2013,Manchester,4H,5-8,13,16,6.884246189
8/16/2013,Manchester,4H,5-8,14,26,11.18690006
8/16/2013,Manchester,4H,5-8,15,27,11.61716544
8/16/2013,Manchester,4H,5-8,16,17,7.314511576
8/16/2013,Manchester,4H,5-8,17,38,16.3500847
8/16/2013,Manchester,4H,5-8,18,23,9.896103896
8/16/2013,Manchester,4H,5-8,19,29,12.47769622
8/16/2013,Manchester,4H,5-8,20,19,8.175042349
8/16/2013,Manchester,4H,5-8,21,20,8.605307736
8/16/2013,Manchester,4H,5-8,22,28,12.04743083
8/16/2013,Manchester,4H,5-8,23,23,9.896103896
8/16/2013,Manchester,4H,5-8,24,26,11.18690006
8/16/2013,Manchester,4H,9-12,1,24,9.955362002
8/16/2013,Manchester,4H,9-12,2,23,9.540555252
8/16/2013,Manchester,4H,9-12,3,31,12.85900925
8/16/2013,Manchester,4H,9-12,4,31,12.85900925
8/16/2013,Manchester,4H,9-12,5,19,7.881328252
8/16/2013,Manchester,4H,9-12,6,27,11.19978225
8/16/2013,Manchester,4H,9-12,7,25,10.37016875
8/16/2013,Manchester,4H,9-12,8,27,11.19978225
8/16/2013,Manchester,4H,9-12,9,19,7.881328252
8/16/2013,Manchester,4H,9-12,10,21,8.710941752
8/16/2013,Manchester,4H,9-12,11,23,9.540555252
8/16/2013,Manchester,4H,9-12,12,26,10.7849755
8/16/2013,Manchester,4H,9-12,13,23,9.540555252
8/16/2013,Manchester,4H,9-12,14,32,13.273816
8/16/2013,Manchester,4H,9-12,15,24,9.955362002
8/16/2013,Manchester,4H,9-12,16,25,10.37016875
8/16/2013,Manchester,4H,9-12,17,25,10.37016875
8/16/2013,Manchester,4H,9-12,18,21,8.710941752
8/16/2013,Manchester,4H,9-12,19,31,12.85900925
8/16/2013,Manchester,4H,9-12,20,30,12.4442025
8/16/2013,Manchester,4H,9-12,21,39,16.17746325
8/16/2013,Manchester,4H,9-12,22,23,9.540555252
8/16/2013,Manchester,4H,9-12,23,28,11.614589
8/16/2013,Manchester,4H,9-12,24,29,12.02939575
8/16/2013,Manchester,4H,13-16,1,28,11.3792
8/16/2013,Manchester,4H,13-16,2,33,13.4112
8/16/2013,Manchester,4H,13-16,3,31,12.5984
8/16/2013,Manchester,4H,13-16,4,18,7.3152
8/16/2013,Manchester,4H,13-16,5,43,17.4752
8/16/2013,Manchester,4H,13-16,6,30,12.192
8/16/2013,Manchester,4H,13-16,7,21,8.5344
8/16/2013,Manchester,4H,13-16,8,30,12.192
8/16/2013,Manchester,4H,13-16,9,17,6.9088
8/16/2013,Manchester,4H,13-16,10,21,8.5344
8/16/2013,Manchester,4H,13-16,11,13,5.2832
8/16/2013,Manchester,4H,13-16,12,22,8.9408
8/16/2013,Manchester,4H,13-16,13,21,8.5344
8/16/2013,Manchester,4H,13-16,14,27,10.9728
8/16/2013,Manchester,4H,13-16,15,21,8.5344
8/16/2013,Manchester,4H,13-16,16,23,9.3472
8/16/2013,Manchester,4H,13-16,17,35,14.224
8/16/2013,Manchester,4H,13-16,18,17,6.9088
8/16/2013,Manchester,4H,13-16,19,31,12.5984
8/16/2013,Manchester,4H,13-16,20,29,11.7856
8/16/2013,Manchester,4H,13-16,21,28,11.3792
8/16/2013,Manchester,4H,13-16,22,26,10.5664
8/16/2013,Manchester,4H,13-16,23,23,9.3472
8/16/2013,Manchester,4H,13-16,24,30,12.192
8/16/2013,Oyster Bay,1S,1-4,1,43,14.9139736
8/16/2013,Oyster Bay,1S,1-4,2,43,14.9139736
8/16/2013,Oyster Bay,1S,1-4,3,51,17.68866637
8/16/2013,Oyster Bay,1S,1-4,4,34,11.79244424
8/16/2013,Oyster Bay,1S,1-4,5,38,13.17979063
8/16/2013,Oyster Bay,1S,1-4,6,52,18.03550296
8/16/2013,Oyster Bay,1S,1-4,7,39,13.52662722
8/16/2013,Oyster Bay,1S,1-4,8,31,10.75193446
8/16/2013,Oyster Bay,1S,1-4,9,18,6.243058717
8/16/2013,Oyster Bay,1S,1-4,10,27,9.364588076
8/16/2013,Oyster Bay,1S,1-4,11,22,7.630405099
8/16/2013,Oyster Bay,1S,1-4,12,42,14.56713701
8/16/2013,Oyster Bay,1S,1-4,13,27,9.364588076
8/16/2013,Oyster Bay,1S,1-4,14,30,10.40509786
8/16/2013,Oyster Bay,1S,1-4,15,19,6.589895313
8/16/2013,Oyster Bay,1S,1-4,16,18,6.243058717
8/16/2013,Oyster Bay,1S,1-4,17,30,10.40509786
8/16/2013,Oyster Bay,1S,1-4,18,25,8.670914885
8/16/2013,Oyster Bay,1S,1-4,19,34,11.79244424
8/16/2013,Oyster Bay,1S,1-4,20,33,11.44560765
8/16/2013,Oyster Bay,1S,1-4,21,25,8.670914885
8/16/2013,Oyster Bay,1S,1-4,22,28,9.711424671
8/16/2013,Oyster Bay,1S,1-4,23,37,12.83295403
8/16/2013,Oyster Bay,1S,1-4,24,55,19.07601275
8/16/2013,Oyster Bay,1H,13-16,1,36,13.88962025
8/16/2013,Oyster Bay,1H,13-16,2,41,15.81873418
8/16/2013,Oyster Bay,1H,13-16,3,32,12.34632911
8/16/2013,Oyster Bay,1H,13-16,4,28,10.80303797
8/16/2013,Oyster Bay,1H,13-16,5,32,12.34632911
8/16/2013,Oyster Bay,1H,13-16,6,29,11.18886076
8/16/2013,Oyster Bay,1H,13-16,7,21,8.102278481
8/16/2013,Oyster Bay,1H,13-16,8,21,8.102278481
8/16/2013,Oyster Bay,1H,13-16,9,21,8.102278481
8/16/2013,Oyster Bay,1H,13-16,10,21,8.102278481
8/16/2013,Oyster Bay,1H,13-16,11,36,13.88962025
8/16/2013,Oyster Bay,1H,13-16,12,14,5.401518987
8/16/2013,Oyster Bay,1H,13-16,13,32,12.34632911
8/16/2013,Oyster Bay,1H,13-16,14,22,8.488101266
8/16/2013,Oyster Bay,1H,13-16,15,21,8.102278481
8/16/2013,Oyster Bay,1H,13-16,16,28,10.80303797
8/16/2013,Oyster Bay,1H,13-16,17,36,13.88962025
8/16/2013,Oyster Bay,1H,13-16,18,24,9.259746835
8/16/2013,Oyster Bay,1H,13-16,19,24,9.259746835
8/16/2013,Oyster Bay,1H,13-16,20,40,15.43291139
8/16/2013,Oyster Bay,1H,13-16,21,29,11.18886076
8/16/2013,Oyster Bay,1H,13-16,22,36,13.88962025
8/16/2013,Oyster Bay,1H,13-16,23,27,10.41721519
8/16/2013,Oyster Bay,1H,13-16,24,24,9.259746835
8/16/2013,Oyster Bay,1H,9-12,1,22,8.699532952
8/16/2013,Oyster Bay,1H,9-12,2,25,9.8858329
8/16/2013,Oyster Bay,1H,9-12,3,18,7.117799688
8/16/2013,Oyster Bay,1H,9-12,4,29,11.46756616
8/16/2013,Oyster Bay,1H,9-12,5,25,9.8858329
8/16/2013,Oyster Bay,1H,9-12,6,22,8.699532952
8/16/2013,Oyster Bay,1H,9-12,7,34,13.44473274
8/16/2013,Oyster Bay,1H,9-12,8,19,7.513233004
8/16/2013,Oyster Bay,1H,9-12,9,31,12.2584328
8/16/2013,Oyster Bay,1H,9-12,10,26,10.28126622
8/16/2013,Oyster Bay,1H,9-12,11,21,8.304099636
8/16/2013,Oyster Bay,1H,9-12,12,22,8.699532952
8/16/2013,Oyster Bay,1H,9-12,13,22,8.699532952
8/16/2013,Oyster Bay,1H,9-12,14,28,11.07213285
8/16/2013,Oyster Bay,1H,9-12,15,15,5.93149974
8/16/2013,Oyster Bay,1H,9-12,16,15,5.93149974
8/16/2013,Oyster Bay,1H,9-12,17,22,8.699532952
8/16/2013,Oyster Bay,1H,9-12,18,25,9.8858329
8/16/2013,Oyster Bay,1H,9-12,19,34,13.44473274
8/16/2013,Oyster Bay,1H,9-12,20,23,9.094966268
8/16/2013,Oyster Bay,1H,9-12,21,25,9.8858329
8/16/2013,Oyster Bay,1H,9-12,22,25,9.8858329
8/16/2013,Oyster Bay,1H,9-12,23,31,12.2584328
8/16/2013,Oyster Bay,1H,9-12,24,25,9.8858329
8/16/2013,Oyster Bay,1N,5-8,1,25,10.50744622
8/16/2013,Oyster Bay,1N,5-8,2,22,9.246552676
8/16/2013,Oyster Bay,1N,5-8,3,29,12.18863762
8/16/2013,Oyster Bay,1N,5-8,4,17,7.145063431
8/16/2013,Oyster Bay,1N,5-8,5,25,10.50744622
8/16/2013,Oyster Bay,1N,5-8,6,18,7.56536128
8/16/2013,Oyster Bay,1N,5-8,7,32,13.44953116
8/16/2013,Oyster Bay,1N,5-8,8,19,7.985659129
8/16/2013,Oyster Bay,1N,5-8,9,23,9.666850525
8/16/2013,Oyster Bay,1N,5-8,10,30,12.60893547
8/16/2013,Oyster Bay,1N,5-8,11,27,11.34804192
8/16/2013,Oyster Bay,1N,5-8,12,27,11.34804192
8/16/2013,Oyster Bay,1N,5-8,13,21,8.826254827
8/16/2013,Oyster Bay,1N,5-8,14,19,7.985659129
8/16/2013,Oyster Bay,1N,5-8,15,25,10.50744622
8/16/2013,Oyster Bay,1N,5-8,16,22,9.246552676
8/16/2013,Oyster Bay,1N,5-8,17,13,5.463872036
8/16/2013,Oyster Bay,1N,5-8,18,21,8.826254827
8/16/2013,Oyster Bay,1N,5-8,19,24,10.08714837
8/16/2013,Oyster Bay,1N,5-8,20,34,14.29012686
8/16/2013,Oyster Bay,1N,5-8,21,22,9.246552676
8/16/2013,Oyster Bay,1N,5-8,22,22,9.246552676
8/16/2013,Oyster Bay,1N,5-8,23,23,9.666850525
8/16/2013,Oyster Bay,1N,5-8,24,17,7.145063431
8/16/2013,Oyster Bay,1N,9-12,1,51,19.71689498
8/16/2013,Oyster Bay,1N,9-12,2,30,11.59817352
8/16/2013,Oyster Bay,1N,9-12,3,32,12.37138508
8/16/2013,Oyster Bay,1N,9-12,4,17,6.572298326
8/16/2013,Oyster Bay,1N,9-12,5,39,15.07762557
8/16/2013,Oyster Bay,1N,9-12,6,31,11.9847793
8/16/2013,Oyster Bay,1N,9-12,7,21,8.118721462
8/16/2013,Oyster Bay,1N,9-12,8,23,8.89193303
8/16/2013,Oyster Bay,1N,9-12,9,17,6.572298326
8/16/2013,Oyster Bay,1N,9-12,10,53,20.49010655
8/16/2013,Oyster Bay,1N,9-12,11,34,13.14459665
8/16/2013,Oyster Bay,1N,9-12,12,18,6.95890411
8/16/2013,Oyster Bay,1N,9-12,13,24,9.278538814
8/16/2013,Oyster Bay,1N,9-12,14,31,11.9847793
8/16/2013,Oyster Bay,1N,9-12,15,25,9.665144598
8/16/2013,Oyster Bay,1N,9-12,16,21,8.118721462
8/16/2013,Oyster Bay,1N,9-12,17,46,17.78386606
8/16/2013,Oyster Bay,1N,9-12,18,22,8.505327246
8/16/2013,Oyster Bay,1N,9-12,19,27,10.43835617
8/16/2013,Oyster Bay,1N,9-12,20,27,10.43835617
8/16/2013,Oyster Bay,1N,9-12,21,27,10.43835617
8/16/2013,Oyster Bay,1N,9-12,22,19,7.345509894
8/16/2013,Oyster Bay,1N,9-12,23,27,10.43835617
8/16/2013,Oyster Bay,1N,9-12,24,39,15.07762557
8/16/2013,Oyster Bay,1N,13-16,1,38,14.51428571
8/16/2013,Oyster Bay,1N,13-16,2,24,9.166917293
8/16/2013,Oyster Bay,1N,13-16,3,30,11.45864662
8/16/2013,Oyster Bay,1N,13-16,4,21,8.021052631
8/16/2013,Oyster Bay,1N,13-16,5,21,8.021052631
8/16/2013,Oyster Bay,1N,13-16,6,26,9.930827067
8/16/2013,Oyster Bay,1N,13-16,7,27,10.31278195
8/16/2013,Oyster Bay,1N,13-16,8,22,8.403007518
8/16/2013,Oyster Bay,1N,13-16,9,29,11.07669173
8/16/2013,Oyster Bay,1N,13-16,10,21,8.021052631
8/16/2013,Oyster Bay,1N,13-16,11,38,14.51428571
8/16/2013,Oyster Bay,1N,13-16,12,15,5.729323308
8/16/2013,Oyster Bay,1N,13-16,13,36,13.75037594
8/16/2013,Oyster Bay,1N,13-16,14,24,9.166917293
8/16/2013,Oyster Bay,1N,13-16,15,40,15.27819549
8/16/2013,Oyster Bay,1N,13-16,16,32,12.22255639
8/16/2013,Oyster Bay,1N,13-16,17,39,14.8962406
8/16/2013,Oyster Bay,1N,13-16,18,41,15.66015038
8/16/2013,Oyster Bay,1N,13-16,19,29,11.07669173
8/16/2013,Oyster Bay,1N,13-16,20,32,12.22255639
8/16/2013,Oyster Bay,1N,13-16,21,35,13.36842105
8/16/2013,Oyster Bay,1N,13-16,22,23,8.784962406
8/16/2013,Oyster Bay,1N,13-16,23,29,11.07669173
8/16/2013,Oyster Bay,1N,13-16,24,23,8.784962406
8/16/2013,Oyster Bay,1N,1-4,1,35,13.15737543
8/16/2013,Oyster Bay,1N,1-4,2,27,10.14997533
8/16/2013,Oyster Bay,1N,1-4,3,26,9.77405032
8/16/2013,Oyster Bay,1N,1-4,4,27,10.14997533
8/16/2013,Oyster Bay,1N,1-4,5,39,14.66107548
8/16/2013,Oyster Bay,1N,1-4,6,32,12.02960039
8/16/2013,Oyster Bay,1N,1-4,7,25,9.398125308
8/16/2013,Oyster Bay,1N,1-4,8,21,7.894425258
8/16/2013,Oyster Bay,1N,1-4,9,27,10.14997533
8/16/2013,Oyster Bay,1N,1-4,10,38,14.28515047
8/16/2013,Oyster Bay,1N,1-4,11,40,15.03700049
8/16/2013,Oyster Bay,1N,1-4,12,25,9.398125308
8/16/2013,Oyster Bay,1N,1-4,13,39,14.66107548
8/16/2013,Oyster Bay,1N,1-4,14,29,10.90182536
8/16/2013,Oyster Bay,1N,1-4,15,47,17.66847558
8/16/2013,Oyster Bay,1N,1-4,16,34,12.78145042
8/16/2013,Oyster Bay,1N,1-4,17,35,13.15737543
8/16/2013,Oyster Bay,1N,1-4,18,31,11.65367538
8/16/2013,Oyster Bay,1N,1-4,19,23,8.646275283
8/16/2013,Oyster Bay,1N,1-4,20,23,8.646275283
8/16/2013,Oyster Bay,1N,1-4,21,28,10.52590034
8/16/2013,Oyster Bay,1N,1-4,22,21,7.894425258
8/16/2013,Oyster Bay,1N,1-4,23,32,12.02960039
8/16/2013,Oyster Bay,1N,1-4,24,29,10.90182536
8/16/2013,Oyster Bay,1S,9-12,1,32,13.21626016
8/16/2013,Oyster Bay,1S,9-12,2,33,13.62926829
8/16/2013,Oyster Bay,1S,9-12,3,17,7.021138212
8/16/2013,Oyster Bay,1S,9-12,4,52,21.47642277
8/16/2013,Oyster Bay,1S,9-12,5,9,3.717073171
8/16/2013,Oyster Bay,1S,9-12,6,17,7.021138212
8/16/2013,Oyster Bay,1S,9-12,7,30,12.3902439
8/16/2013,Oyster Bay,1S,9-12,8,45,18.58536585
8/16/2013,Oyster Bay,1S,9-12,9,27,11.15121951
8/16/2013,Oyster Bay,1S,9-12,10,25,10.32520325
8/16/2013,Oyster Bay,1S,9-12,11,23,9.499186992
8/16/2013,Oyster Bay,1S,9-12,12,33,13.62926829
8/16/2013,Oyster Bay,1S,9-12,13,41,16.93333333
8/16/2013,Oyster Bay,1S,9-12,14,45,18.58536585
8/16/2013,Oyster Bay,1S,9-12,15,27,11.15121951
8/16/2013,Oyster Bay,1S,9-12,16,29,11.97723577
8/16/2013,Oyster Bay,1S,9-12,17,42,17.34634146
8/16/2013,Oyster Bay,1S,9-12,18,25,10.32520325
8/16/2013,Oyster Bay,1S,9-12,19,23,9.499186992
8/16/2013,Oyster Bay,1S,9-12,20,23,9.499186992
8/16/2013,Oyster Bay,1S,9-12,21,22,9.086178862
8/16/2013,Oyster Bay,1S,9-12,22,33,13.62926829
8/16/2013,Oyster Bay,1S,9-12,23,39,16.10731707
8/16/2013,Oyster Bay,1S,9-12,24,25,10.32520325
8/16/2013,Oyster Bay,1S,13-16,1,23,8.663371231
8/16/2013,Oyster Bay,1S,13-16,2,21,7.910034602
8/16/2013,Oyster Bay,1S,13-16,3,24,9.040039546
8/16/2013,Oyster Bay,1S,13-16,4,20,7.533366288
8/16/2013,Oyster Bay,1S,13-16,5,21,7.910034602
8/16/2013,Oyster Bay,1S,13-16,6,19,7.156697974
8/16/2013,Oyster Bay,1S,13-16,7,20,7.533366288
8/16/2013,Oyster Bay,1S,13-16,8,51,19.21008403
8/16/2013,Oyster Bay,1S,13-16,9,24,9.040039546
8/16/2013,Oyster Bay,1S,13-16,10,26,9.793376174
8/16/2013,Oyster Bay,1S,13-16,11,29,10.92338112
8/16/2013,Oyster Bay,1S,13-16,12,27,10.17004449
8/16/2013,Oyster Bay,1S,13-16,13,12,4.520019773
8/16/2013,Oyster Bay,1S,13-16,14,54,20.34008898
8/16/2013,Oyster Bay,1S,13-16,15,54,20.34008898
8/16/2013,Oyster Bay,1S,13-16,16,49,18.45674741
8/16/2013,Oyster Bay,1S,13-16,17,38,14.31339595
8/16/2013,Oyster Bay,1S,13-16,18,31,11.67671775
8/16/2013,Oyster Bay,1S,13-16,19,28,10.5467128
8/16/2013,Oyster Bay,1S,13-16,20,44,16.57340583
8/16/2013,Oyster Bay,1S,13-16,21,38,14.31339595
8/16/2013,Oyster Bay,1S,13-16,22,32,12.05338606
8/16/2013,Oyster Bay,1S,13-16,23,32,12.05338606
8/16/2013,Oyster Bay,1S,13-16,24,19,7.156697974
8/16/2013,Oyster Bay,1H,5-8,1,38,13.63918982
8/16/2013,Oyster Bay,1H,5-8,2,32,11.48563354
8/16/2013,Oyster Bay,1H,5-8,3,21,7.537447008
8/16/2013,Oyster Bay,1H,5-8,4,23,8.255299104
8/16/2013,Oyster Bay,1H,5-8,5,24,8.614225152
8/16/2013,Oyster Bay,1H,5-8,6,28,10.04992934
8/16/2013,Oyster Bay,1H,5-8,7,32,11.48563354
8/16/2013,Oyster Bay,1H,5-8,8,24,8.614225152
8/16/2013,Oyster Bay,1H,5-8,9,26,9.332077248
8/16/2013,Oyster Bay,1H,5-8,10,41,14.71596797
8/16/2013,Oyster Bay,1H,5-8,11,32,11.48563354
8/16/2013,Oyster Bay,1H,5-8,12,25,8.9731512
8/16/2013,Oyster Bay,1H,5-8,13,31,11.12670749
8/16/2013,Oyster Bay,1H,5-8,14,31,11.12670749
8/16/2013,Oyster Bay,1H,5-8,15,25,8.9731512
8/16/2013,Oyster Bay,1H,5-8,16,25,8.9731512
8/16/2013,Oyster Bay,1H,5-8,17,30,10.76778144
8/16/2013,Oyster Bay,1H,5-8,18,17,6.101742816
8/16/2013,Oyster Bay,1H,5-8,19,28,10.04992934
8/16/2013,Oyster Bay,1H,5-8,20,24,8.614225152
8/16/2013,Oyster Bay,1H,5-8,21,31,11.12670749
8/16/2013,Oyster Bay,1H,5-8,22,25,8.9731512
8/16/2013,Oyster Bay,1H,5-8,23,21,7.537447008
8/16/2013,Oyster Bay,1H,5-8,24,30,10.76778144
8/16/2013,Oyster Bay,1H,1-4,1,30,11.18942731
8/16/2013,Oyster Bay,1H,1-4,2,26,9.69750367
8/16/2013,Oyster Bay,1H,1-4,3,25,9.32452276
8/16/2013,Oyster Bay,1H,1-4,4,25,9.32452276
8/16/2013,Oyster Bay,1H,1-4,5,23,8.578560939
8/16/2013,Oyster Bay,1H,1-4,6,30,11.18942731
8/16/2013,Oyster Bay,1H,1-4,7,37,13.80029368
8/16/2013,Oyster Bay,1H,1-4,8,38,14.1732746
8/16/2013,Oyster Bay,1H,1-4,9,49,18.27606461
8/16/2013,Oyster Bay,1H,1-4,10,41,15.29221733
8/16/2013,Oyster Bay,1H,1-4,11,40,14.91923642
8/16/2013,Oyster Bay,1H,1-4,12,40,14.91923642
8/16/2013,Oyster Bay,1H,1-4,13,25,9.32452276
8/16/2013,Oyster Bay,1H,1-4,14,26,9.69750367
8/16/2013,Oyster Bay,1H,1-4,15,33,12.30837004
8/16/2013,Oyster Bay,1H,1-4,16,26,9.69750367
8/16/2013,Oyster Bay,1H,1-4,17,21,7.832599118
8/16/2013,Oyster Bay,1H,1-4,18,24,8.95154185
8/16/2013,Oyster Bay,1H,1-4,19,25,9.32452276
8/16/2013,Oyster Bay,1H,1-4,20,29,10.8164464
8/16/2013,Oyster Bay,1H,1-4,21,37,13.80029368
8/16/2013,Oyster Bay,1H,1-4,22,29,10.8164464
8/16/2013,Oyster Bay,1H,1-4,23,33,12.30837004
8/16/2013,Oyster Bay,1H,1-4,24,32,11.93538913
8/16/2013,Oyster Bay,1S,5-8,1,67,23.53803596
8/16/2013,Oyster Bay,1S,5-8,2,37,12.99861688
8/16/2013,Oyster Bay,1S,5-8,3,25,8.78284924
8/16/2013,Oyster Bay,1S,5-8,4,36,12.64730291
8/16/2013,Oyster Bay,1S,5-8,5,22,7.728907331
8/16/2013,Oyster Bay,1S,5-8,6,44,15.45781466
8/16/2013,Oyster Bay,1S,5-8,7,24,8.43153527
8/16/2013,Oyster Bay,1S,5-8,8,34,11.94467497
8/16/2013,Oyster Bay,1S,5-8,9,29,10.18810512
8/16/2013,Oyster Bay,1S,5-8,10,40,14.05255878
8/16/2013,Oyster Bay,1S,5-8,11,49,17.21438451
8/16/2013,Oyster Bay,1S,5-8,12,35,12.29598894
8/16/2013,Oyster Bay,1S,5-8,13,42,14.75518672
8/16/2013,Oyster Bay,1S,5-8,14,31,10.89073306
8/16/2013,Oyster Bay,1S,5-8,15,24,8.43153527
8/16/2013,Oyster Bay,1S,5-8,16,34,11.94467497
8/16/2013,Oyster Bay,1S,5-8,17,26,9.13416321
8/16/2013,Oyster Bay,1S,5-8,18,54,18.97095436
8/16/2013,Oyster Bay,1S,5-8,19,32,11.24204703
8/16/2013,Oyster Bay,1S,5-8,20,48,16.86307054
8/16/2013,Oyster Bay,1S,5-8,21,25,8.78284924
8/16/2013,Oyster Bay,1S,5-8,22,35,12.29598894
8/16/2013,Oyster Bay,1S,5-8,23,51,17.91701245
8/16/2013,Oyster Bay,1S,5-8,24,52,18.26832642
9/19/2014,Oyster Bay,1N,1-4,1,205,39.00374532
9/19/2014,Oyster Bay,1N,1-4,2,131,24.92434457
9/19/2014,Oyster Bay,1N,1-4,3,217,41.28689138
9/19/2014,Oyster Bay,1N,1-4,4,208,39.57453183
9/19/2014,Oyster Bay,1N,1-4,5,124,23.59250936
9/19/2014,Oyster Bay,1N,1-4,6,177,33.67640449
9/19/2014,Oyster Bay,1N,1-4,7,158,30.06142322
9/19/2014,Oyster Bay,1N,1-4,8,222,42.23820225
9/19/2014,Oyster Bay,1N,1-4,9,210,39.95505618
9/19/2014,Oyster Bay,1N,1-4,10,167,31.77378277
9/19/2014,Oyster Bay,1N,1-4,11,180,34.24719101
9/19/2014,Oyster Bay,1N,1-4,12,200,38.05243446
9/19/2014,Oyster Bay,1N,1-4,13,197,37.48164794
9/19/2014,Oyster Bay,1N,1-4,14,159,30.25168539
9/19/2014,Oyster Bay,1N,1-4,15,220,41.8576779
9/19/2014,Oyster Bay,1N,1-4,16,223,42.42846442
9/19/2014,Oyster Bay,1N,1-4,17,135,25.68539326
9/19/2014,Oyster Bay,1N,1-4,18,200,38.05243446
9/19/2014,Oyster Bay,1N,1-4,19,198,37.67191011
9/19/2014,Oyster Bay,1N,1-4,20,221,42.04794007
9/19/2014,Oyster Bay,1N,1-4,21,111,21.11910112
9/19/2014,Oyster Bay,1N,1-4,22,168,31.96404494
9/19/2014,Oyster Bay,1N,1-4,23,185,35.19850187
9/19/2014,Oyster Bay,1N,1-4,24,202,38.4329588
9/19/2014,Oyster Bay,1N,1-4,25,222,42.23820225
9/19/2014,Oyster Bay,1N,1-4,26,184,35.0082397
9/19/2014,Oyster Bay,1N,1-4,27,211,40.14531835
9/19/2014,Oyster Bay,1N,1-4,28,236,44.90187266
9/19/2014,Oyster Bay,1N,1-4,29,227,43.18951311
9/19/2014,Oyster Bay,1N,1-4,30,166,31.5835206
9/19/2014,Oyster Bay,1N,1-4,31,213,40.5258427
9/19/2014,Oyster Bay,1N,1-4,32,151,28.72958801
9/19/2014,Oyster Bay,1N,1-4,33,224,42.61872659
9/19/2014,Oyster Bay,1N,1-4,34,195,37.10112359
9/19/2014,Oyster Bay,1N,1-4,35,155,29.4906367
9/19/2014,Oyster Bay,1N,1-4,36,216,41.09662921
9/19/2014,Oyster Bay,1N,1-4,37,169,32.15430711
9/19/2014,Oyster Bay,1N,1-4,38,221,42.04794007
9/19/2014,Oyster Bay,1N,1-4,39,232,44.14082397
9/19/2014,Oyster Bay,1N,1-4,40,248,47.18501872
9/19/2014,Oyster Bay,1N,1-4,41,156,29.68089888
9/19/2014,Oyster Bay,1N,1-4,42,232,44.14082397
9/19/2014,Oyster Bay,1N,1-4,43,106,20.16779026
9/19/2014,Oyster Bay,1N,1-4,44,172,32.72509363
9/19/2014,Oyster Bay,1N,1-4,45,185,35.19850187
9/19/2014,Oyster Bay,1N,1-4,46,170,32.34456929
9/19/2014,Oyster Bay,1N,1-4,47,159,30.25168539
9/19/2014,Oyster Bay,1N,1-4,48,196,37.29138577
9/19/2014,Oyster Bay,1N,1-4,49,155,29.4906367
